date,ags,age_group,stage,new
2022-10-05,1001,18-59,3,10
2022-10-05,1001,18-59,4,69
2022-10-05,1001,60+,4,103
2022-10-05,1001,60+,5,48
2022-10-05,1002,05-11,1,6
2022-10-05,1002,05-11,2,5
2022-10-05,1002,12-17,4,5
2022-10-05,1002,18-59,3,31
2022-10-05,1002,18-59,4,242
2022-10-05,1002,18-59,5,30
2022-10-05,1002,60+,3,7
2022-10-05,1002,60+,4,202
2022-10-05,1002,60+,5,106
2022-10-05,1003,12-17,3,8
2022-10-05,1003,18-59,3,24
2022-10-05,1003,18-59,4,165
2022-10-05,1003,18-59,5,9
2022-10-05,1003,60+,2,7
2022-10-05,1003,60+,3,5
2022-10-05,1003,60+,4,179
2022-10-05,1003,60+,5,59
2022-10-05,1004,18-59,3,15
2022-10-05,1004,18-59,4,58
2022-10-05,1004,60+,4,85
2022-10-05,1004,60+,5,20
2022-10-05,1004,60+,6,9
2022-10-05,1051,18-59,1,5
2022-10-05,1051,18-59,3,8
2022-10-05,1051,18-59,4,60
2022-10-05,1051,18-59,5,14
2022-10-05,1051,60+,3,6
2022-10-05,1051,60+,4,143
2022-10-05,1051,60+,5,85
2022-10-05,1053,18-59,1,7
2022-10-05,1053,18-59,3,11
2022-10-05,1053,18-59,4,56
2022-10-05,1053,18-59,5,11
2022-10-05,1053,60+,2,7
2022-10-05,1053,60+,4,176
2022-10-05,1053,60+,5,41
2022-10-05,1054,05-11,3,5
2022-10-05,1054,18-59,3,15
2022-10-05,1054,18-59,4,62
2022-10-05,1054,18-59,5,6
2022-10-05,1054,60+,3,9
2022-10-05,1054,60+,4,179
2022-10-05,1054,60+,5,55
2022-10-05,1055,12-17,3,5
2022-10-05,1055,18-59,3,14
2022-10-05,1055,18-59,4,129
2022-10-05,1055,18-59,5,18
2022-10-05,1055,60+,4,289
2022-10-05,1055,60+,5,123
2022-10-05,1056,12-17,3,5
2022-10-05,1056,18-59,3,22
2022-10-05,1056,18-59,4,135
2022-10-05,1056,18-59,5,14
2022-10-05,1056,60+,3,8
2022-10-05,1056,60+,4,190
2022-10-05,1056,60+,5,70
2022-10-05,1057,18-59,2,5
2022-10-05,1057,18-59,3,13
2022-10-05,1057,18-59,4,91
2022-10-05,1057,60+,3,16
2022-10-05,1057,60+,4,127
2022-10-05,1057,60+,5,63
2022-10-05,1058,18-59,3,16
2022-10-05,1058,18-59,4,127
2022-10-05,1058,18-59,5,6
2022-10-05,1058,60+,3,17
2022-10-05,1058,60+,4,287
2022-10-05,1058,60+,5,106
2022-10-05,1059,18-59,4,59
2022-10-05,1059,60+,4,108
2022-10-05,1059,60+,5,54
2022-10-05,1060,12-17,1,7
2022-10-05,1060,12-17,3,11
2022-10-05,1060,18-59,3,13
2022-10-05,1060,18-59,4,80
2022-10-05,1060,18-59,5,7
2022-10-05,1060,60+,3,5
2022-10-05,1060,60+,4,192
2022-10-05,1060,60+,5,38
2022-10-05,1061,05-11,3,5
2022-10-05,1061,18-59,2,5
2022-10-05,1061,18-59,3,7
2022-10-05,1061,18-59,4,53
2022-10-05,1061,60+,4,137
2022-10-05,1061,60+,5,31
2022-10-05,1062,12-17,3,10
2022-10-05,1062,18-59,3,16
2022-10-05,1062,18-59,4,97
2022-10-05,1062,18-59,5,12
2022-10-05,1062,60+,3,8
2022-10-05,1062,60+,4,261
2022-10-05,1062,60+,5,105
2022-10-05,2000,05-11,1,29
2022-10-05,2000,05-11,2,32
2022-10-05,2000,05-11,3,84
2022-10-05,2000,05-11,4,37
2022-10-05,2000,12-17,1,6
2022-10-05,2000,12-17,2,9
2022-10-05,2000,12-17,3,36
2022-10-05,2000,12-17,4,45
2022-10-05,2000,12-17,5,6
2022-10-05,2000,18-59,1,28
2022-10-05,2000,18-59,2,67
2022-10-05,2000,18-59,3,360
2022-10-05,2000,18-59,4,1820
2022-10-05,2000,18-59,5,118
2022-10-05,2000,60+,1,7
2022-10-05,2000,60+,2,13
2022-10-05,2000,60+,3,98
2022-10-05,2000,60+,4,705
2022-10-05,2000,60+,5,490
2022-10-05,2000,60+,6,50
2022-10-05,3101,05-11,1,5
2022-10-05,3101,18-59,2,5
2022-10-05,3101,18-59,3,27
2022-10-05,3101,18-59,4,118
2022-10-05,3101,18-59,5,6
2022-10-05,3101,60+,3,7
2022-10-05,3101,60+,4,309
2022-10-05,3101,60+,5,86
2022-10-05,3102,18-59,3,12
2022-10-05,3102,18-59,4,35
2022-10-05,3102,18-59,5,9
2022-10-05,3102,60+,4,40
2022-10-05,3102,60+,5,7
2022-10-05,3103,05-11,2,9
2022-10-05,3103,12-17,2,5
2022-10-05,3103,18-59,3,11
2022-10-05,3103,18-59,4,105
2022-10-05,3103,18-59,5,10
2022-10-05,3103,60+,4,151
2022-10-05,3103,60+,5,30
2022-10-05,3151,18-59,2,5
2022-10-05,3151,18-59,3,9
2022-10-05,3151,18-59,4,73
2022-10-05,3151,18-59,5,9
2022-10-05,3151,60+,3,8
2022-10-05,3151,60+,4,159
2022-10-05,3151,60+,5,18
2022-10-05,3153,18-59,1,7
2022-10-05,3153,18-59,2,6
2022-10-05,3153,18-59,3,7
2022-10-05,3153,18-59,4,23
2022-10-05,3153,18-59,5,6
2022-10-05,3153,60+,1,13
2022-10-05,3153,60+,3,5
2022-10-05,3153,60+,4,96
2022-10-05,3153,60+,5,9
2022-10-05,3154,18-59,4,27
2022-10-05,3154,60+,3,5
2022-10-05,3154,60+,4,72
2022-10-05,3155,12-17,4,10
2022-10-05,3155,18-59,1,7
2022-10-05,3155,18-59,2,6
2022-10-05,3155,18-59,3,9
2022-10-05,3155,18-59,4,201
2022-10-05,3155,18-59,5,13
2022-10-05,3155,60+,3,7
2022-10-05,3155,60+,4,329
2022-10-05,3157,18-59,1,18
2022-10-05,3157,18-59,4,26
2022-10-05,3157,60+,1,6
2022-10-05,3157,60+,4,52
2022-10-05,3157,60+,5,20
2022-10-05,3158,18-59,4,22
2022-10-05,3158,18-59,5,12
2022-10-05,3158,60+,4,78
2022-10-05,3158,60+,5,25
2022-10-05,3159,12-17,4,6
2022-10-05,3159,18-59,3,30
2022-10-05,3159,18-59,4,252
2022-10-05,3159,60+,4,293
2022-10-05,3159,60+,5,60
2022-10-05,3241,05-11,3,5
2022-10-05,3241,12-17,2,7
2022-10-05,3241,12-17,4,10
2022-10-05,3241,18-59,2,11
2022-10-05,3241,18-59,3,56
2022-10-05,3241,18-59,4,403
2022-10-05,3241,18-59,5,41
2022-10-05,3241,18-59,6,8
2022-10-05,3241,60+,2,5
2022-10-05,3241,60+,3,15
2022-10-05,3241,60+,4,719
2022-10-05,3241,60+,5,173
2022-10-05,3251,18-59,3,10
2022-10-05,3251,18-59,4,50
2022-10-05,3251,60+,3,5
2022-10-05,3251,60+,4,112
2022-10-05,3251,60+,5,17
2022-10-05,3252,12-17,3,7
2022-10-05,3252,18-59,3,8
2022-10-05,3252,18-59,4,20
2022-10-05,3252,60+,3,6
2022-10-05,3252,60+,4,140
2022-10-05,3254,12-17,3,7
2022-10-05,3254,18-59,2,6
2022-10-05,3254,18-59,3,20
2022-10-05,3254,18-59,4,91
2022-10-05,3254,18-59,5,11
2022-10-05,3254,60+,3,7
2022-10-05,3254,60+,4,269
2022-10-05,3254,60+,5,17
2022-10-05,3254,60+,6,5
2022-10-05,3255,12-17,4,5
2022-10-05,3255,18-59,4,18
2022-10-05,3255,60+,4,52
2022-10-05,3255,60+,5,8
2022-10-05,3256,18-59,3,11
2022-10-05,3256,18-59,4,35
2022-10-05,3256,60+,3,8
2022-10-05,3256,60+,4,113
2022-10-05,3256,60+,5,16
2022-10-05,3257,18-59,3,7
2022-10-05,3257,18-59,4,24
2022-10-05,3257,18-59,5,9
2022-10-05,3257,60+,3,8
2022-10-05,3257,60+,4,84
2022-10-05,3257,60+,5,17
2022-10-05,3351,18-59,3,23
2022-10-05,3351,18-59,4,130
2022-10-05,3351,18-59,5,7
2022-10-05,3351,60+,4,230
2022-10-05,3351,60+,5,28
2022-10-05,3352,12-17,3,6
2022-10-05,3352,12-17,4,6
2022-10-05,3352,18-59,3,16
2022-10-05,3352,18-59,4,78
2022-10-05,3352,60+,4,212
2022-10-05,3352,60+,5,63
2022-10-05,3353,05-11,2,5
2022-10-05,3353,18-59,3,10
2022-10-05,3353,18-59,4,74
2022-10-05,3353,60+,3,8
2022-10-05,3353,60+,4,214
2022-10-05,3353,60+,5,21
2022-10-05,3353,60+,6,9
